,market_name,market_id,bookmaker_name,bookmaker_id,label,value,extra,probability,dp3,american,factional,handicap,total,winning,stop,bookmaker_event_id,last_update
368,Alternative Asian Handicap,1256989860,bet365,2,1,1.10,,90.91%,1.100,-1000,,+1.75,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.292032', 'timezone_type': 3, 'timezone': 'UTC'}"
369,Alternative Asian Handicap,1256989860,bet365,2,2,1.14,,87.72%,1.140,-715,,+1.5,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.292041', 'timezone_type': 3, 'timezone': 'UTC'}"
370,Alternative Asian Handicap,1256989860,bet365,2,2,1.16,,86.21%,1.160,-626,,+1.25,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.292053', 'timezone_type': 3, 'timezone': 'UTC'}"
371,Alternative Asian Handicap,1256989860,bet365,2,2,1.18,,84.75%,1.180,-556,,+1.0,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.292065', 'timezone_type': 3, 'timezone': 'UTC'}"
372,Alternative Asian Handicap,1256989860,bet365,2,2,1.33,,75.47%,1.325,-308,,+0.75,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.292077', 'timezone_type': 3, 'timezone': 'UTC'}"
373,Alternative Asian Handicap,1256989860,bet365,2,2,1.45,,68.97%,1.450,-223,,+0.5,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.292089', 'timezone_type': 3, 'timezone': 'UTC'}"
374,Alternative Asian Handicap,1256989860,bet365,2,2,1.60,,62.5%,1.600,-167,,0.25,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.292102', 'timezone_type': 3, 'timezone': 'UTC'}"
375,Alternative Asian Handicap,1256989860,bet365,2,2,2.15,,46.51%,2.150,114,,-0.25,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.292114', 'timezone_type': 3, 'timezone': 'UTC'}"
376,Alternative Asian Handicap,1256989860,bet365,2,2,2.43,,41.24%,2.425,142,,-0.5,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.292123', 'timezone_type': 3, 'timezone': 'UTC'}"
377,Alternative Asian Handicap,1256989860,bet365,2,2,3.00,,33.33%,3.000,200,,-0.75,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.292135', 'timezone_type': 3, 'timezone': 'UTC'}"
378,Alternative Asian Handicap,1256989860,bet365,2,2,4.15,,24.1%,4.150,315,,-1.0,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.292144', 'timezone_type': 3, 'timezone': 'UTC'}"
379,Alternative Asian Handicap,1256989860,bet365,2,2,4.65,,21.51%,4.650,365,,-1.25,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.292162', 'timezone_type': 3, 'timezone': 'UTC'}"
380,Alternative Asian Handicap,1256989860,bet365,2,2,5.25,,19.05%,5.250,425,,-1.5,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.292173', 'timezone_type': 3, 'timezone': 'UTC'}"
381,Alternative Asian Handicap,1256989860,bet365,2,2,7.00,,14.29%,7.000,600,,-1.75,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.292186', 'timezone_type': 3, 'timezone': 'UTC'}"
382,Alternative Goal Line,1256989864,bet365,2,Over,1.22,,81.97%,1.220,-455,,,"1.0, 1.5",,False,110543176.0,"{'date': '2021-11-14 14:39:15.292213', 'timezone_type': 3, 'timezone': 'UTC'}"
383,Alternative Goal Line,1256989864,bet365,2,Over,1.35,,74.07%,1.350,-286,,,1.5,,False,110543176.0,"{'date': '2021-11-14 14:39:15.292222', 'timezone_type': 3, 'timezone': 'UTC'}"
384,Alternative Goal Line,1256989864,bet365,2,Over,1.43,,70.18%,1.425,-236,,,"1.5, 2.0",,False,110543176.0,"{'date': '2021-11-14 14:39:15.292230', 'timezone_type': 3, 'timezone': 'UTC'}"
385,Alternative Goal Line,1256989864,bet365,2,Over,1.58,,63.49%,1.575,-174,,,2.0,,False,110543176.0,"{'date': '2021-11-14 14:39:15.292237', 'timezone_type': 3, 'timezone': 'UTC'}"
386,Alternative Goal Line,1256989864,bet365,2,Over,2.08,,48.19%,2.075,107,,,2.5,,False,110543176.0,"{'date': '2021-11-14 14:39:15.292245', 'timezone_type': 3, 'timezone': 'UTC'}"
387,Alternative Goal Line,1256989864,bet365,2,Over,2.38,,42.11%,2.375,137,,,"2.5, 3.0",,False,110543176.0,"{'date': '2021-11-14 14:39:15.292256', 'timezone_type': 3, 'timezone': 'UTC'}"
388,Alternative Goal Line,1256989864,bet365,2,Over,3.00,,33.33%,3.000,200,,,3.0,,False,110543176.0,"{'date': '2021-11-14 14:39:15.292263', 'timezone_type': 3, 'timezone': 'UTC'}"
389,Alternative Goal Line,1256989864,bet365,2,Over,3.45,,28.99%,3.450,245,,,"3.0, 3.5",,False,110543176.0,"{'date': '2021-11-14 14:39:15.292270', 'timezone_type': 3, 'timezone': 'UTC'}"
390,Alternative Goal Line,1256989864,bet365,2,Over,3.70,,27.03%,3.700,270,,,3.5,,False,110543176.0,"{'date': '2021-11-14 14:39:15.292277', 'timezone_type': 3, 'timezone': 'UTC'}"
391,Alternative Goal Line,1256989864,bet365,2,Over,4.65,,21.51%,4.650,365,,,"3.5, 4.0",,False,110543176.0,"{'date': '2021-11-14 14:39:15.292285', 'timezone_type': 3, 'timezone': 'UTC'}"
392,Alternative Goal Line,1256989864,bet365,2,Over,6.80,,14.71%,6.800,580,,,4.0,,False,110543176.0,"{'date': '2021-11-14 14:39:15.292292', 'timezone_type': 3, 'timezone': 'UTC'}"
393,Alternative Goal Line,1256989864,bet365,2,Under,4.15,,24.1%,4.150,315,,,"1.0, 1.5",,False,110543176.0,"{'date': '2021-11-14 14:39:15.292299', 'timezone_type': 3, 'timezone': 'UTC'}"
394,Alternative Goal Line,1256989864,bet365,2,Under,3.10,,32.26%,3.100,210,,,1.5,,False,110543176.0,"{'date': '2021-11-14 14:39:15.292309', 'timezone_type': 3, 'timezone': 'UTC'}"
395,Alternative Goal Line,1256989864,bet365,2,Under,2.75,,36.36%,2.750,175,,,"1.5, 2.0",,False,110543176.0,"{'date': '2021-11-14 14:39:15.292319', 'timezone_type': 3, 'timezone': 'UTC'}"
396,Alternative Goal Line,1256989864,bet365,2,Under,2.35,,42.55%,2.350,135,,,2.0,,False,110543176.0,"{'date': '2021-11-14 14:39:15.292336', 'timezone_type': 3, 'timezone': 'UTC'}"
397,Alternative Goal Line,1256989864,bet365,2,Under,1.73,,57.97%,1.725,-138,,,2.5,,False,110543176.0,"{'date': '2021-11-14 14:39:15.292344', 'timezone_type': 3, 'timezone': 'UTC'}"
398,Alternative Goal Line,1256989864,bet365,2,Under,1.55,,64.52%,1.550,-182,,,"2.5, 3.0",,False,110543176.0,"{'date': '2021-11-14 14:39:15.292356', 'timezone_type': 3, 'timezone': 'UTC'}"
399,Alternative Goal Line,1256989864,bet365,2,Under,1.38,,72.73%,1.375,-267,,,3.0,,False,110543176.0,"{'date': '2021-11-14 14:39:15.292365', 'timezone_type': 3, 'timezone': 'UTC'}"
400,Alternative Goal Line,1256989864,bet365,2,Under,1.30,,76.92%,1.300,-334,,,"3.0, 3.5",,False,110543176.0,"{'date': '2021-11-14 14:39:15.292372', 'timezone_type': 3, 'timezone': 'UTC'}"
401,Alternative Goal Line,1256989864,bet365,2,Under,1.26,,79.37%,1.260,-385,,,3.5,,False,110543176.0,"{'date': '2021-11-14 14:39:15.292379', 'timezone_type': 3, 'timezone': 'UTC'}"
402,Alternative Goal Line,1256989864,bet365,2,Under,1.18,,84.75%,1.180,-556,,,"3.5, 4.0",,False,110543176.0,"{'date': '2021-11-14 14:39:15.292386', 'timezone_type': 3, 'timezone': 'UTC'}"
403,Alternative Goal Line,1256989864,bet365,2,Under,1.11,,90.5%,1.105,-953,,,4.0,,False,110543176.0,"{'date': '2021-11-14 14:39:15.292396', 'timezone_type': 3, 'timezone': 'UTC'}"
404,Alternative 1st Half Asian Handicap,1256989865,bet365,2,"-0.5, -1.0",4.50,,22.22%,4.500,350,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.292423', 'timezone_type': 3, 'timezone': 'UTC'}"
405,Alternative 1st Half Asian Handicap,1256989865,bet365,2,-0.5,3.30,,30.3%,3.300,229,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.292431', 'timezone_type': 3, 'timezone': 'UTC'}"
406,Alternative 1st Half Asian Handicap,1256989865,bet365,2,"0.0, -0.5",2.60,,38.46%,2.600,160,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.292439', 'timezone_type': 3, 'timezone': 'UTC'}"
407,Alternative 1st Half Asian Handicap,1256989865,bet365,2,"0.0, +0.5",1.48,,67.8%,1.475,-211,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.292446', 'timezone_type': 3, 'timezone': 'UTC'}"
408,Alternative 1st Half Asian Handicap,1256989865,bet365,2,+0.5,1.33,,75.47%,1.325,-308,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.292454', 'timezone_type': 3, 'timezone': 'UTC'}"
409,Alternative 1st Half Asian Handicap,1256989865,bet365,2,"+0.5, +1.0",1.19,,84.03%,1.190,-527,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.292465', 'timezone_type': 3, 'timezone': 'UTC'}"
410,Alternative 1st Half Asian Handicap,1256989865,bet365,2,"+0.5, +1.0",1.19,,84.03%,1.190,-527,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.292472', 'timezone_type': 3, 'timezone': 'UTC'}"
411,Alternative 1st Half Asian Handicap,1256989865,bet365,2,+0.5,1.33,,75.47%,1.325,-308,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.292484', 'timezone_type': 3, 'timezone': 'UTC'}"
412,Alternative 1st Half Asian Handicap,1256989865,bet365,2,"0.0, +0.5",1.48,,67.8%,1.475,-211,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.292491', 'timezone_type': 3, 'timezone': 'UTC'}"
413,Alternative 1st Half Asian Handicap,1256989865,bet365,2,"0.0, -0.5",2.60,,38.46%,2.600,160,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.292498', 'timezone_type': 3, 'timezone': 'UTC'}"
414,Alternative 1st Half Asian Handicap,1256989865,bet365,2,-0.5,3.30,,30.3%,3.300,229,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.292506', 'timezone_type': 3, 'timezone': 'UTC'}"
415,Alternative 1st Half Asian Handicap,1256989865,bet365,2,"-0.5, -1.0",4.50,,22.22%,4.500,350,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.292513', 'timezone_type': 3, 'timezone': 'UTC'}"
416,Alternative 1st Half Goal Line,1256989866,bet365,2,Over,1.45,,68.97%,1.450,-223,,,0.5,,False,110543176.0,"{'date': '2021-11-14 14:39:15.292538', 'timezone_type': 3, 'timezone': 'UTC'}"
417,Alternative 1st Half Goal Line,1256989866,bet365,2,Over,1.63,,61.54%,1.625,-160,,,"0.5, 1.0",,False,110543176.0,"{'date': '2021-11-14 14:39:15.292546', 'timezone_type': 3, 'timezone': 'UTC'}"
418,Alternative 1st Half Goal Line,1256989866,bet365,2,Over,2.50,,40%,2.500,150,,,"1.0, 1.5",,False,110543176.0,"{'date': '2021-11-14 14:39:15.292553', 'timezone_type': 3, 'timezone': 'UTC'}"
419,Alternative 1st Half Goal Line,1256989866,bet365,2,Over,3.10,,32.26%,3.100,210,,,1.5,,False,110543176.0,"{'date': '2021-11-14 14:39:15.292564', 'timezone_type': 3, 'timezone': 'UTC'}"
420,Alternative 1st Half Goal Line,1256989866,bet365,2,Over,4.00,,25%,4.000,300,,,"1.5, 2.0",,False,110543176.0,"{'date': '2021-11-14 14:39:15.292594', 'timezone_type': 3, 'timezone': 'UTC'}"
421,Alternative 1st Half Goal Line,1256989866,bet365,2,Over,7.00,,14.29%,7.000,600,,,2.0,,False,110543176.0,"{'date': '2021-11-14 14:39:15.292605', 'timezone_type': 3, 'timezone': 'UTC'}"
422,Alternative 1st Half Goal Line,1256989866,bet365,2,Under,2.68,,37.38%,2.675,167,,,0.5,,False,110543176.0,"{'date': '2021-11-14 14:39:15.292613', 'timezone_type': 3, 'timezone': 'UTC'}"
423,Alternative 1st Half Goal Line,1256989866,bet365,2,Under,2.25,,44.44%,2.250,125,,,"0.5, 1.0",,False,110543176.0,"{'date': '2021-11-14 14:39:15.292620', 'timezone_type': 3, 'timezone': 'UTC'}"
424,Alternative 1st Half Goal Line,1256989866,bet365,2,Under,1.50,,66.67%,1.500,-200,,,"1.0, 1.5",,False,110543176.0,"{'date': '2021-11-14 14:39:15.292628', 'timezone_type': 3, 'timezone': 'UTC'}"
425,Alternative 1st Half Goal Line,1256989866,bet365,2,Under,1.35,,74.07%,1.350,-286,,,1.5,,False,110543176.0,"{'date': '2021-11-14 14:39:15.292636', 'timezone_type': 3, 'timezone': 'UTC'}"
426,Alternative 1st Half Goal Line,1256989866,bet365,2,Under,1.23,,81.3%,1.230,-435,,,"1.5, 2.0",,False,110543176.0,"{'date': '2021-11-14 14:39:15.292643', 'timezone_type': 3, 'timezone': 'UTC'}"
427,Alternative 1st Half Goal Line,1256989866,bet365,2,Under,1.10,,90.91%,1.100,-1000,,,2.0,,False,110543176.0,"{'date': '2021-11-14 14:39:15.292653', 'timezone_type': 3, 'timezone': 'UTC'}"
428,Halftime Result/Total Goals,1257116774,bet365,2,Over,9.00,1.5,11.11%,9.000,800,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.293028', 'timezone_type': 3, 'timezone': 'UTC'}"
429,Halftime Result/Total Goals,1257116774,bet365,2,Over,8.50,1.5,11.76%,8.500,750,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.293040', 'timezone_type': 3, 'timezone': 'UTC'}"
430,Halftime Result/Total Goals,1257116774,bet365,2,Over,8.00,1.5,12.5%,8.000,700,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.293048', 'timezone_type': 3, 'timezone': 'UTC'}"
431,Halftime Result/Total Goals,1257116774,bet365,2,Under,4.75,1.5,21.05%,4.750,375,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.293056', 'timezone_type': 3, 'timezone': 'UTC'}"
432,Halftime Result/Total Goals,1257116774,bet365,2,Under,4.50,1.5,22.22%,4.500,350,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.293063', 'timezone_type': 3, 'timezone': 'UTC'}"
433,Halftime Result/Total Goals,1257116774,bet365,2,Under,2.63,1.5,38.1%,2.625,162,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.293070', 'timezone_type': 3, 'timezone': 'UTC'}"
434,Halftime Result/Both Teams To Score,1257116775,bet365,2,Yes,21.00,1,4.76%,21.000,2000,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.292935', 'timezone_type': 3, 'timezone': 'UTC'}"
435,Halftime Result/Both Teams To Score,1257116775,bet365,2,Yes,21.00,2,4.76%,21.000,2000,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.292956', 'timezone_type': 3, 'timezone': 'UTC'}"
436,Halftime Result/Both Teams To Score,1257116775,bet365,2,Yes,8.00,Draw,12.5%,8.000,700,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.292974', 'timezone_type': 3, 'timezone': 'UTC'}"
437,Halftime Result/Both Teams To Score,1257116775,bet365,2,No,3.60,1,27.78%,3.600,260,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.292985', 'timezone_type': 3, 'timezone': 'UTC'}"
438,Halftime Result/Both Teams To Score,1257116775,bet365,2,No,3.60,2,27.78%,3.600,260,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.292992', 'timezone_type': 3, 'timezone': 'UTC'}"
439,Halftime Result/Both Teams To Score,1257116775,bet365,2,No,2.63,Draw,38.1%,2.625,162,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.293004', 'timezone_type': 3, 'timezone': 'UTC'}"
440,Team Total Goals,1265634158,bet365,2,1,2.625,,38.1%,2.625,162,,Over 1.5,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.277296', 'timezone_type': 3, 'timezone': 'UTC'}"
441,Team Total Goals,1265634158,bet365,2,1,1.444,,69.25%,1.444,-226,,Under 1.5,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.277306', 'timezone_type': 3, 'timezone': 'UTC'}"
442,Team Total Goals,1265634158,bet365,2,1,6.500,,15.38%,6.500,550,,Over 2.5,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.277314', 'timezone_type': 3, 'timezone': 'UTC'}"
443,Team Total Goals,1265634158,bet365,2,1,1.111,,90.01%,1.111,-901,,Under 2.5,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.277322', 'timezone_type': 3, 'timezone': 'UTC'}"
444,Team Total Goals,1265634158,bet365,2,1,19.000,,5.26%,19.000,1800,,Over 3.5,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.277340', 'timezone_type': 3, 'timezone': 'UTC'}"
445,Team Total Goals,1265634158,bet365,2,1,1.020,,98.04%,1.020,-5000,,Under 3.5,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.277349', 'timezone_type': 3, 'timezone': 'UTC'}"
446,Team Total Goals,1265634158,bet365,2,2,2.625,,38.1%,2.625,162,,Over 1.5,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.277358', 'timezone_type': 3, 'timezone': 'UTC'}"
447,Team Total Goals,1265634158,bet365,2,2,1.444,,69.25%,1.444,-226,,Under 1.5,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.277365', 'timezone_type': 3, 'timezone': 'UTC'}"
448,Team Total Goals,1265634158,bet365,2,2,6.500,,15.38%,6.500,550,,Over 2.5,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.277373', 'timezone_type': 3, 'timezone': 'UTC'}"
449,Team Total Goals,1265634158,bet365,2,2,1.111,,90.01%,1.111,-901,,Under 2.5,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.277381', 'timezone_type': 3, 'timezone': 'UTC'}"
450,Team Total Goals,1265634158,bet365,2,2,19.000,,5.26%,19.000,1800,,Over 3.5,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.277388', 'timezone_type': 3, 'timezone': 'UTC'}"
451,Team Total Goals,1265634158,bet365,2,2,1.020,,98.04%,1.020,-5000,,Under 3.5,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.277396', 'timezone_type': 3, 'timezone': 'UTC'}"
452,Goalscorer,1265634160,bet365,2,Almeida Gabriel Barbosa,3.75,First,26.67%,3.750,275,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290213', 'timezone_type': 3, 'timezone': 'UTC'}"
453,Goalscorer,1265634160,bet365,2,Pinto Bruno Henrique,5.50,First,18.18%,5.500,450,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290224', 'timezone_type': 3, 'timezone': 'UTC'}"
454,Goalscorer,1265634160,bet365,2,Teixeira Pablo,6.00,First,16.67%,6.000,500,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290234', 'timezone_type': 3, 'timezone': 'UTC'}"
455,Goalscorer,1265634160,bet365,2,Andre Luiz Inacio da Silva,7.00,First,14.29%,7.000,600,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290242', 'timezone_type': 3, 'timezone': 'UTC'}"
456,Goalscorer,1265634160,bet365,2,Ferreira Vitor Gabriel,7.00,First,14.29%,7.000,600,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290249', 'timezone_type': 3, 'timezone': 'UTC'}"
457,Goalscorer,1265634160,bet365,2,Jonathan Calleri,7.00,First,14.29%,7.000,600,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290257', 'timezone_type': 3, 'timezone': 'UTC'}"
458,Goalscorer,1265634160,bet365,2,Neves Luciano,7.00,First,14.29%,7.000,600,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290264', 'timezone_type': 3, 'timezone': 'UTC'}"
459,Goalscorer,1265634160,bet365,2,Citadin Eder,8.00,First,12.5%,8.000,700,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290271', 'timezone_type': 3, 'timezone': 'UTC'}"
460,Goalscorer,1265634160,bet365,2,Joao Rojas,8.00,First,12.5%,8.000,700,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290279', 'timezone_type': 3, 'timezone': 'UTC'}"
461,Goalscorer,1265634160,bet365,2,da Silva Juan,8.00,First,12.5%,8.000,700,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290286', 'timezone_type': 3, 'timezone': 'UTC'}"
462,Goalscorer,1265634160,bet365,2,de Almeida Werton,8.00,First,12.5%,8.000,700,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290300', 'timezone_type': 3, 'timezone': 'UTC'}"
463,Goalscorer,1265634160,bet365,2,Augusto Everton Ribeiro,10.00,First,10%,10.000,900,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290310', 'timezone_type': 3, 'timezone': 'UTC'}"
464,Goalscorer,1265634160,bet365,2,Emiliano Rigoni,10.00,First,10%,10.000,900,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290317', 'timezone_type': 3, 'timezone': 'UTC'}"
465,Goalscorer,1265634160,bet365,2,Frezarin Vitor Bueno,10.00,First,10%,10.000,900,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290324', 'timezone_type': 3, 'timezone': 'UTC'}"
466,Goalscorer,1265634160,bet365,2,Silveira Igor Gomes,10.00,First,10%,10.000,900,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290343', 'timezone_type': 3, 'timezone': 'UTC'}"
467,Goalscorer,1265634160,bet365,2,de Oliveira Michael,10.00,First,10%,10.000,900,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290350', 'timezone_type': 3, 'timezone': 'UTC'}"
468,Goalscorer,1265634160,bet365,2,de Souza Ryan Luka,10.00,First,10%,10.000,900,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290357', 'timezone_type': 3, 'timezone': 'UTC'}"
469,Goalscorer,1265634160,bet365,2,Coelho Vitinho,11.00,First,9.09%,11.000,1000,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290365', 'timezone_type': 3, 'timezone': 'UTC'}"
470,Goalscorer,1265634160,bet365,2,Marques Lazaro,11.00,First,9.09%,11.000,1000,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290375', 'timezone_type': 3, 'timezone': 'UTC'}"
471,Goalscorer,1265634160,bet365,2,Cardozo Shaylon,12.00,First,8.33%,12.000,1100,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290385', 'timezone_type': 3, 'timezone': 'UTC'}"
472,Goalscorer,1265634160,bet365,2,Marquinhos Alencar,12.00,First,8.33%,12.000,1100,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290393', 'timezone_type': 3, 'timezone': 'UTC'}"
473,Goalscorer,1265634160,bet365,2,Martin Benitez,12.00,First,8.33%,12.000,1100,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290400', 'timezone_type': 3, 'timezone': 'UTC'}"
474,Goalscorer,1265634160,bet365,2,Vilhena Pedrinho,12.00,First,8.33%,12.000,1100,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290408', 'timezone_type': 3, 'timezone': 'UTC'}"
475,Goalscorer,1265634160,bet365,2,Souza Igor Vinicius,13.00,First,7.69%,13.000,1200,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290414', 'timezone_type': 3, 'timezone': 'UTC'}"
476,Goalscorer,1265634160,bet365,2,da Silva Reinaldo,13.00,First,7.69%,13.000,1200,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290421', 'timezone_type': 3, 'timezone': 'UTC'}"
477,Goalscorer,1265634160,bet365,2,Robert Kenedy,15.00,First,6.67%,15.000,1400,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290428', 'timezone_type': 3, 'timezone': 'UTC'}"
478,Goalscorer,1265634160,bet365,2,Souza Willian Arao,15.00,First,6.67%,15.000,1400,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290439', 'timezone_type': 3, 'timezone': 'UTC'}"
479,Goalscorer,1265634160,bet365,2,Costa Talles Costa,17.00,First,5.88%,17.000,1600,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290446', 'timezone_type': 3, 'timezone': 'UTC'}"
480,Goalscorer,1265634160,bet365,2,Hoelgebaum Andreas Pereira,17.00,First,5.88%,17.000,1600,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290453', 'timezone_type': 3, 'timezone': 'UTC'}"
481,Goalscorer,1265634160,bet365,2,Joao Miranda,17.00,First,5.88%,17.000,1600,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290460', 'timezone_type': 3, 'timezone': 'UTC'}"
482,Goalscorer,1265634160,bet365,2,Lima Ramon,17.00,First,5.88%,17.000,1600,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290467', 'timezone_type': 3, 'timezone': 'UTC'}"
483,Goalscorer,1265634160,bet365,2,David Luiz,21.00,First,4.76%,21.000,2000,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290474', 'timezone_type': 3, 'timezone': 'UTC'}"
484,Goalscorer,1265634160,bet365,2,Igor Liziero,21.00,First,4.76%,21.000,2000,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290481', 'timezone_type': 3, 'timezone': 'UTC'}"
485,Goalscorer,1265634160,bet365,2,Moreira Gabriel Falcao,21.00,First,4.76%,21.000,2000,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290509', 'timezone_type': 3, 'timezone': 'UTC'}"
486,Goalscorer,1265634160,bet365,2,Robert Arboleda,21.00,First,4.76%,21.000,2000,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290520', 'timezone_type': 3, 'timezone': 'UTC'}"
487,Goalscorer,1265634160,bet365,2,da Silva Hugo Moura,21.00,First,4.76%,21.000,2000,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290527', 'timezone_type': 3, 'timezone': 'UTC'}"
488,Goalscorer,1265634160,bet365,2,da Silva Joao Gomes,21.00,First,4.76%,21.000,2000,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290537', 'timezone_type': 3, 'timezone': 'UTC'}"
489,Goalscorer,1265634160,bet365,2,Alencar Thiago Maia,23.00,First,4.35%,23.000,2200,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290544', 'timezone_type': 3, 'timezone': 'UTC'}"
490,Goalscorer,1265634160,bet365,2,Gabriel Neves,23.00,First,4.35%,23.000,2200,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290552', 'timezone_type': 3, 'timezone': 'UTC'}"
491,Goalscorer,1265634160,bet365,2,Kasmirski Filipe Luis,23.00,First,4.35%,23.000,2200,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290563', 'timezone_type': 3, 'timezone': 'UTC'}"
492,Goalscorer,1265634160,bet365,2,Bruno Alves,26.00,First,3.85%,26.000,2500,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290571', 'timezone_type': 3, 'timezone': 'UTC'}"
493,Goalscorer,1265634160,bet365,2,Conceicao Leo,26.00,First,3.85%,26.000,2500,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290577', 'timezone_type': 3, 'timezone': 'UTC'}"
494,Goalscorer,1265634160,bet365,2,Coquette Rodrigo Caio,26.00,First,3.85%,26.000,2500,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290589', 'timezone_type': 3, 'timezone': 'UTC'}"
