,market_name,market_id,bookmaker_name,bookmaker_id,label,value,extra,probability,dp3,american,factional,handicap,total,winning,stop,bookmaker_event_id,last_update
495,Goalscorer,1265634160,bet365,2,Franca Silva Matheuzinho,26.00,First,3.85%,26.000,2500,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290599', 'timezone_type': 3, 'timezone': 'UTC'}"
496,Goalscorer,1265634160,bet365,2,Leonardo Leo Pereira,26.00,First,3.85%,26.000,2500,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290606', 'timezone_type': 3, 'timezone': 'UTC'}"
497,Goalscorer,1265634160,bet365,2,Mauricio Isla,26.00,First,3.85%,26.000,2500,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290613', 'timezone_type': 3, 'timezone': 'UTC'}"
498,Goalscorer,1265634160,bet365,2,Robert Piris Da Motta,26.00,First,3.85%,26.000,2500,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290620', 'timezone_type': 3, 'timezone': 'UTC'}"
499,Goalscorer,1265634160,bet365,2,Rodrigues Gabriel Noga,26.00,First,3.85%,26.000,2500,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290627', 'timezone_type': 3, 'timezone': 'UTC'}"
500,Goalscorer,1265634160,bet365,2,Maria Caique,29.00,First,3.45%,29.000,2800,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290637', 'timezone_type': 3, 'timezone': 'UTC'}"
501,Goalscorer,1265634160,bet365,2,Martins Rene,29.00,First,3.45%,29.000,2800,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290645', 'timezone_type': 3, 'timezone': 'UTC'}"
502,Goalscorer,1265634160,bet365,2,Vernes Gustavo Henrique,29.00,First,3.45%,29.000,2800,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290654', 'timezone_type': 3, 'timezone': 'UTC'}"
503,Goalscorer,1265634160,bet365,2,Willemen Bruno Viana,29.00,First,3.45%,29.000,2800,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290661', 'timezone_type': 3, 'timezone': 'UTC'}"
504,Goalscorer,1265634160,bet365,2,da Silva Otavio,29.00,First,3.45%,29.000,2800,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290668', 'timezone_type': 3, 'timezone': 'UTC'}"
505,Goalscorer,1265634160,bet365,2,de Almeida Rodinei,29.00,First,3.45%,29.000,2800,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290682', 'timezone_type': 3, 'timezone': 'UTC'}"
506,Goalscorer,1265634160,bet365,2,dos Reis Patryck,29.00,First,3.45%,29.000,2800,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290701', 'timezone_type': 3, 'timezone': 'UTC'}"
507,Goalscorer,1265634160,bet365,2,dos Santos Cleiton,29.00,First,3.45%,29.000,2800,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290710', 'timezone_type': 3, 'timezone': 'UTC'}"
508,Goalscorer,1265634160,bet365,2,Luis Orejuela,34.00,First,2.94%,34.000,3300,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290732', 'timezone_type': 3, 'timezone': 'UTC'}"
509,Goalscorer,1265634160,bet365,2,de Freitas Rodrigo,34.00,First,2.94%,34.000,3300,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290739', 'timezone_type': 3, 'timezone': 'UTC'}"
510,Goalscorer,1265634160,bet365,2,Barbosa Diego Costa,41.00,First,2.44%,41.000,4000,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290762', 'timezone_type': 3, 'timezone': 'UTC'}"
511,Goalscorer,1265634160,bet365,2,No Goalscorer,9.50,First,10.53%,9.500,850,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290774', 'timezone_type': 3, 'timezone': 'UTC'}"
512,Goalscorer,1265634160,bet365,2,Almeida Gabriel Barbosa,3.75,Last,26.67%,3.750,275,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290783', 'timezone_type': 3, 'timezone': 'UTC'}"
513,Goalscorer,1265634160,bet365,2,Pinto Bruno Henrique,5.50,Last,18.18%,5.500,450,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290790', 'timezone_type': 3, 'timezone': 'UTC'}"
514,Goalscorer,1265634160,bet365,2,Teixeira Pablo,6.00,Last,16.67%,6.000,500,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290798', 'timezone_type': 3, 'timezone': 'UTC'}"
515,Goalscorer,1265634160,bet365,2,Andre Luiz Inacio da Silva,7.00,Last,14.29%,7.000,600,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290805', 'timezone_type': 3, 'timezone': 'UTC'}"
516,Goalscorer,1265634160,bet365,2,Ferreira Vitor Gabriel,7.00,Last,14.29%,7.000,600,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290812', 'timezone_type': 3, 'timezone': 'UTC'}"
517,Goalscorer,1265634160,bet365,2,Jonathan Calleri,7.00,Last,14.29%,7.000,600,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290824', 'timezone_type': 3, 'timezone': 'UTC'}"
518,Goalscorer,1265634160,bet365,2,Neves Luciano,7.00,Last,14.29%,7.000,600,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290835', 'timezone_type': 3, 'timezone': 'UTC'}"
519,Goalscorer,1265634160,bet365,2,Citadin Eder,8.00,Last,12.5%,8.000,700,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290842', 'timezone_type': 3, 'timezone': 'UTC'}"
520,Goalscorer,1265634160,bet365,2,Joao Rojas,8.00,Last,12.5%,8.000,700,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290849', 'timezone_type': 3, 'timezone': 'UTC'}"
521,Goalscorer,1265634160,bet365,2,da Silva Juan,8.00,Last,12.5%,8.000,700,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290855', 'timezone_type': 3, 'timezone': 'UTC'}"
522,Goalscorer,1265634160,bet365,2,de Almeida Werton,8.00,Last,12.5%,8.000,700,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290862', 'timezone_type': 3, 'timezone': 'UTC'}"
523,Goalscorer,1265634160,bet365,2,Augusto Everton Ribeiro,10.00,Last,10%,10.000,900,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290871', 'timezone_type': 3, 'timezone': 'UTC'}"
524,Goalscorer,1265634160,bet365,2,Emiliano Rigoni,10.00,Last,10%,10.000,900,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290881', 'timezone_type': 3, 'timezone': 'UTC'}"
525,Goalscorer,1265634160,bet365,2,Frezarin Vitor Bueno,10.00,Last,10%,10.000,900,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290888', 'timezone_type': 3, 'timezone': 'UTC'}"
526,Goalscorer,1265634160,bet365,2,Silveira Igor Gomes,10.00,Last,10%,10.000,900,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290899', 'timezone_type': 3, 'timezone': 'UTC'}"
527,Goalscorer,1265634160,bet365,2,de Oliveira Michael,10.00,Last,10%,10.000,900,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290909', 'timezone_type': 3, 'timezone': 'UTC'}"
528,Goalscorer,1265634160,bet365,2,de Souza Ryan Luka,10.00,Last,10%,10.000,900,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290916', 'timezone_type': 3, 'timezone': 'UTC'}"
529,Goalscorer,1265634160,bet365,2,Coelho Vitinho,11.00,Last,9.09%,11.000,1000,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290927', 'timezone_type': 3, 'timezone': 'UTC'}"
530,Goalscorer,1265634160,bet365,2,Marques Lazaro,11.00,Last,9.09%,11.000,1000,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290935', 'timezone_type': 3, 'timezone': 'UTC'}"
531,Goalscorer,1265634160,bet365,2,Cardozo Shaylon,12.00,Last,8.33%,12.000,1100,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290942', 'timezone_type': 3, 'timezone': 'UTC'}"
532,Goalscorer,1265634160,bet365,2,Marquinhos Alencar,12.00,Last,8.33%,12.000,1100,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290957', 'timezone_type': 3, 'timezone': 'UTC'}"
533,Goalscorer,1265634160,bet365,2,Martin Benitez,12.00,Last,8.33%,12.000,1100,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290965', 'timezone_type': 3, 'timezone': 'UTC'}"
534,Goalscorer,1265634160,bet365,2,Vilhena Pedrinho,12.00,Last,8.33%,12.000,1100,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290975', 'timezone_type': 3, 'timezone': 'UTC'}"
535,Goalscorer,1265634160,bet365,2,Souza Igor Vinicius,13.00,Last,7.69%,13.000,1200,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290982', 'timezone_type': 3, 'timezone': 'UTC'}"
536,Goalscorer,1265634160,bet365,2,da Silva Reinaldo,13.00,Last,7.69%,13.000,1200,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.290989', 'timezone_type': 3, 'timezone': 'UTC'}"
537,Goalscorer,1265634160,bet365,2,Robert Kenedy,15.00,Last,6.67%,15.000,1400,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291001', 'timezone_type': 3, 'timezone': 'UTC'}"
538,Goalscorer,1265634160,bet365,2,Souza Willian Arao,15.00,Last,6.67%,15.000,1400,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291008', 'timezone_type': 3, 'timezone': 'UTC'}"
539,Goalscorer,1265634160,bet365,2,Costa Talles Costa,17.00,Last,5.88%,17.000,1600,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291015', 'timezone_type': 3, 'timezone': 'UTC'}"
540,Goalscorer,1265634160,bet365,2,Hoelgebaum Andreas Pereira,17.00,Last,5.88%,17.000,1600,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291023', 'timezone_type': 3, 'timezone': 'UTC'}"
541,Goalscorer,1265634160,bet365,2,Joao Miranda,17.00,Last,5.88%,17.000,1600,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291030', 'timezone_type': 3, 'timezone': 'UTC'}"
542,Goalscorer,1265634160,bet365,2,Lima Ramon,17.00,Last,5.88%,17.000,1600,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291039', 'timezone_type': 3, 'timezone': 'UTC'}"
543,Goalscorer,1265634160,bet365,2,David Luiz,21.00,Last,4.76%,21.000,2000,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291049', 'timezone_type': 3, 'timezone': 'UTC'}"
544,Goalscorer,1265634160,bet365,2,Igor Liziero,21.00,Last,4.76%,21.000,2000,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291059', 'timezone_type': 3, 'timezone': 'UTC'}"
545,Goalscorer,1265634160,bet365,2,Moreira Gabriel Falcao,21.00,Last,4.76%,21.000,2000,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291066', 'timezone_type': 3, 'timezone': 'UTC'}"
546,Goalscorer,1265634160,bet365,2,Robert Arboleda,21.00,Last,4.76%,21.000,2000,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291073', 'timezone_type': 3, 'timezone': 'UTC'}"
547,Goalscorer,1265634160,bet365,2,da Silva Hugo Moura,21.00,Last,4.76%,21.000,2000,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291079', 'timezone_type': 3, 'timezone': 'UTC'}"
548,Goalscorer,1265634160,bet365,2,da Silva Joao Gomes,21.00,Last,4.76%,21.000,2000,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291086', 'timezone_type': 3, 'timezone': 'UTC'}"
549,Goalscorer,1265634160,bet365,2,Alencar Thiago Maia,23.00,Last,4.35%,23.000,2200,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291093', 'timezone_type': 3, 'timezone': 'UTC'}"
550,Goalscorer,1265634160,bet365,2,Gabriel Neves,23.00,Last,4.35%,23.000,2200,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291103', 'timezone_type': 3, 'timezone': 'UTC'}"
551,Goalscorer,1265634160,bet365,2,Kasmirski Filipe Luis,23.00,Last,4.35%,23.000,2200,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291110', 'timezone_type': 3, 'timezone': 'UTC'}"
552,Goalscorer,1265634160,bet365,2,Bruno Alves,26.00,Last,3.85%,26.000,2500,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291117', 'timezone_type': 3, 'timezone': 'UTC'}"
553,Goalscorer,1265634160,bet365,2,Conceicao Leo,26.00,Last,3.85%,26.000,2500,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291124', 'timezone_type': 3, 'timezone': 'UTC'}"
554,Goalscorer,1265634160,bet365,2,Coquette Rodrigo Caio,26.00,Last,3.85%,26.000,2500,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291130', 'timezone_type': 3, 'timezone': 'UTC'}"
555,Goalscorer,1265634160,bet365,2,Franca Silva Matheuzinho,26.00,Last,3.85%,26.000,2500,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291137', 'timezone_type': 3, 'timezone': 'UTC'}"
556,Goalscorer,1265634160,bet365,2,Leonardo Leo Pereira,26.00,Last,3.85%,26.000,2500,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291144', 'timezone_type': 3, 'timezone': 'UTC'}"
557,Goalscorer,1265634160,bet365,2,Mauricio Isla,26.00,Last,3.85%,26.000,2500,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291150', 'timezone_type': 3, 'timezone': 'UTC'}"
558,Goalscorer,1265634160,bet365,2,Robert Piris Da Motta,26.00,Last,3.85%,26.000,2500,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291160', 'timezone_type': 3, 'timezone': 'UTC'}"
559,Goalscorer,1265634160,bet365,2,Rodrigues Gabriel Noga,26.00,Last,3.85%,26.000,2500,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291166', 'timezone_type': 3, 'timezone': 'UTC'}"
560,Goalscorer,1265634160,bet365,2,Maria Caique,29.00,Last,3.45%,29.000,2800,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291173', 'timezone_type': 3, 'timezone': 'UTC'}"
561,Goalscorer,1265634160,bet365,2,Martins Rene,29.00,Last,3.45%,29.000,2800,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291180', 'timezone_type': 3, 'timezone': 'UTC'}"
562,Goalscorer,1265634160,bet365,2,Vernes Gustavo Henrique,29.00,Last,3.45%,29.000,2800,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291187', 'timezone_type': 3, 'timezone': 'UTC'}"
563,Goalscorer,1265634160,bet365,2,Willemen Bruno Viana,29.00,Last,3.45%,29.000,2800,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291193', 'timezone_type': 3, 'timezone': 'UTC'}"
564,Goalscorer,1265634160,bet365,2,da Silva Otavio,29.00,Last,3.45%,29.000,2800,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291200', 'timezone_type': 3, 'timezone': 'UTC'}"
565,Goalscorer,1265634160,bet365,2,de Almeida Rodinei,29.00,Last,3.45%,29.000,2800,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291207', 'timezone_type': 3, 'timezone': 'UTC'}"
566,Goalscorer,1265634160,bet365,2,dos Reis Patryck,29.00,Last,3.45%,29.000,2800,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291216', 'timezone_type': 3, 'timezone': 'UTC'}"
567,Goalscorer,1265634160,bet365,2,dos Santos Cleiton,29.00,Last,3.45%,29.000,2800,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291223', 'timezone_type': 3, 'timezone': 'UTC'}"
568,Goalscorer,1265634160,bet365,2,Luis Orejuela,34.00,Last,2.94%,34.000,3300,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291230', 'timezone_type': 3, 'timezone': 'UTC'}"
569,Goalscorer,1265634160,bet365,2,de Freitas Rodrigo,34.00,Last,2.94%,34.000,3300,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291237', 'timezone_type': 3, 'timezone': 'UTC'}"
570,Goalscorer,1265634160,bet365,2,Barbosa Diego Costa,41.00,Last,2.44%,41.000,4000,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291244', 'timezone_type': 3, 'timezone': 'UTC'}"
571,Goalscorer,1265634160,bet365,2,No Goalscorer,9.50,Last,10.53%,9.500,850,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291250', 'timezone_type': 3, 'timezone': 'UTC'}"
572,Goalscorer,1265634160,bet365,2,Almeida Gabriel Barbosa,1.91,Anytime,52.38%,1.909,-111,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291272', 'timezone_type': 3, 'timezone': 'UTC'}"
573,Goalscorer,1265634160,bet365,2,Pinto Bruno Henrique,2.50,Anytime,40%,2.500,150,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291279', 'timezone_type': 3, 'timezone': 'UTC'}"
574,Goalscorer,1265634160,bet365,2,Teixeira Pablo,2.75,Anytime,36.36%,2.750,175,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291289', 'timezone_type': 3, 'timezone': 'UTC'}"
575,Goalscorer,1265634160,bet365,2,Andre Luiz Inacio da Silva,3.10,Anytime,32.26%,3.100,210,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291296', 'timezone_type': 3, 'timezone': 'UTC'}"
576,Goalscorer,1265634160,bet365,2,Ferreira Vitor Gabriel,3.10,Anytime,32.26%,3.100,210,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291303', 'timezone_type': 3, 'timezone': 'UTC'}"
577,Goalscorer,1265634160,bet365,2,Jonathan Calleri,3.10,Anytime,32.26%,3.100,210,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291310', 'timezone_type': 3, 'timezone': 'UTC'}"
578,Goalscorer,1265634160,bet365,2,Neves Luciano,3.10,Anytime,32.26%,3.100,210,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291318', 'timezone_type': 3, 'timezone': 'UTC'}"
579,Goalscorer,1265634160,bet365,2,Citadin Eder,3.50,Anytime,28.57%,3.500,250,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291324', 'timezone_type': 3, 'timezone': 'UTC'}"
580,Goalscorer,1265634160,bet365,2,Joao Rojas,3.50,Anytime,28.57%,3.500,250,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291347', 'timezone_type': 3, 'timezone': 'UTC'}"
581,Goalscorer,1265634160,bet365,2,da Silva Juan,3.50,Anytime,28.57%,3.500,250,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291369', 'timezone_type': 3, 'timezone': 'UTC'}"
582,Goalscorer,1265634160,bet365,2,de Almeida Werton,3.50,Anytime,28.57%,3.500,250,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291376', 'timezone_type': 3, 'timezone': 'UTC'}"
583,Goalscorer,1265634160,bet365,2,Augusto Everton Ribeiro,4.33,Anytime,23.08%,4.333,333,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291383', 'timezone_type': 3, 'timezone': 'UTC'}"
584,Goalscorer,1265634160,bet365,2,Emiliano Rigoni,4.33,Anytime,23.08%,4.333,333,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291390', 'timezone_type': 3, 'timezone': 'UTC'}"
585,Goalscorer,1265634160,bet365,2,Frezarin Vitor Bueno,4.33,Anytime,23.08%,4.333,333,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291397', 'timezone_type': 3, 'timezone': 'UTC'}"
586,Goalscorer,1265634160,bet365,2,Silveira Igor Gomes,4.33,Anytime,23.08%,4.333,333,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291405', 'timezone_type': 3, 'timezone': 'UTC'}"
587,Goalscorer,1265634160,bet365,2,de Oliveira Michael,4.33,Anytime,23.08%,4.333,333,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291413', 'timezone_type': 3, 'timezone': 'UTC'}"
588,Goalscorer,1265634160,bet365,2,de Souza Ryan Luka,4.33,Anytime,23.08%,4.333,333,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291420', 'timezone_type': 3, 'timezone': 'UTC'}"
589,Goalscorer,1265634160,bet365,2,Coelho Vitinho,4.50,Anytime,22.22%,4.500,350,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291432', 'timezone_type': 3, 'timezone': 'UTC'}"
590,Goalscorer,1265634160,bet365,2,Marques Lazaro,4.50,Anytime,22.22%,4.500,350,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291443', 'timezone_type': 3, 'timezone': 'UTC'}"
591,Goalscorer,1265634160,bet365,2,Cardozo Shaylon,5.00,Anytime,20%,5.000,400,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291450', 'timezone_type': 3, 'timezone': 'UTC'}"
592,Goalscorer,1265634160,bet365,2,Marquinhos Alencar,5.00,Anytime,20%,5.000,400,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291457', 'timezone_type': 3, 'timezone': 'UTC'}"
593,Goalscorer,1265634160,bet365,2,Martin Benitez,5.00,Anytime,20%,5.000,400,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291464', 'timezone_type': 3, 'timezone': 'UTC'}"
594,Goalscorer,1265634160,bet365,2,Vilhena Pedrinho,5.00,Anytime,20%,5.000,400,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291475', 'timezone_type': 3, 'timezone': 'UTC'}"
595,Goalscorer,1265634160,bet365,2,Souza Igor Vinicius,5.50,Anytime,18.18%,5.500,450,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291483', 'timezone_type': 3, 'timezone': 'UTC'}"
596,Goalscorer,1265634160,bet365,2,da Silva Reinaldo,5.50,Anytime,18.18%,5.500,450,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291490', 'timezone_type': 3, 'timezone': 'UTC'}"
597,Goalscorer,1265634160,bet365,2,Robert Kenedy,6.00,Anytime,16.67%,6.000,500,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291498', 'timezone_type': 3, 'timezone': 'UTC'}"
598,Goalscorer,1265634160,bet365,2,Souza Willian Arao,6.00,Anytime,16.67%,6.000,500,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291508', 'timezone_type': 3, 'timezone': 'UTC'}"
599,Goalscorer,1265634160,bet365,2,Costa Talles Costa,7.00,Anytime,14.29%,7.000,600,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291519', 'timezone_type': 3, 'timezone': 'UTC'}"
600,Goalscorer,1265634160,bet365,2,Hoelgebaum Andreas Pereira,7.00,Anytime,14.29%,7.000,600,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291526', 'timezone_type': 3, 'timezone': 'UTC'}"
601,Goalscorer,1265634160,bet365,2,Joao Miranda,7.00,Anytime,14.29%,7.000,600,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291533', 'timezone_type': 3, 'timezone': 'UTC'}"
602,Goalscorer,1265634160,bet365,2,Lima Ramon,7.00,Anytime,14.29%,7.000,600,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291540', 'timezone_type': 3, 'timezone': 'UTC'}"
603,Goalscorer,1265634160,bet365,2,David Luiz,8.50,Anytime,11.76%,8.500,750,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291551', 'timezone_type': 3, 'timezone': 'UTC'}"
604,Goalscorer,1265634160,bet365,2,Igor Liziero,8.50,Anytime,11.76%,8.500,750,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291559', 'timezone_type': 3, 'timezone': 'UTC'}"
605,Goalscorer,1265634160,bet365,2,Moreira Gabriel Falcao,8.50,Anytime,11.76%,8.500,750,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291566', 'timezone_type': 3, 'timezone': 'UTC'}"
606,Goalscorer,1265634160,bet365,2,Robert Arboleda,8.50,Anytime,11.76%,8.500,750,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291578', 'timezone_type': 3, 'timezone': 'UTC'}"
607,Goalscorer,1265634160,bet365,2,da Silva Hugo Moura,8.50,Anytime,11.76%,8.500,750,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291585', 'timezone_type': 3, 'timezone': 'UTC'}"
608,Goalscorer,1265634160,bet365,2,da Silva Joao Gomes,8.50,Anytime,11.76%,8.500,750,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291593', 'timezone_type': 3, 'timezone': 'UTC'}"
609,Goalscorer,1265634160,bet365,2,Alencar Thiago Maia,9.00,Anytime,11.11%,9.000,800,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291600', 'timezone_type': 3, 'timezone': 'UTC'}"
610,Goalscorer,1265634160,bet365,2,Gabriel Neves,9.00,Anytime,11.11%,9.000,800,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291607', 'timezone_type': 3, 'timezone': 'UTC'}"
611,Goalscorer,1265634160,bet365,2,Kasmirski Filipe Luis,9.00,Anytime,11.11%,9.000,800,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291614', 'timezone_type': 3, 'timezone': 'UTC'}"
612,Goalscorer,1265634160,bet365,2,Bruno Alves,10.00,Anytime,10%,10.000,900,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291621', 'timezone_type': 3, 'timezone': 'UTC'}"
613,Goalscorer,1265634160,bet365,2,Conceicao Leo,10.00,Anytime,10%,10.000,900,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291628', 'timezone_type': 3, 'timezone': 'UTC'}"
614,Goalscorer,1265634160,bet365,2,Coquette Rodrigo Caio,10.00,Anytime,10%,10.000,900,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291638', 'timezone_type': 3, 'timezone': 'UTC'}"
615,Goalscorer,1265634160,bet365,2,Franca Silva Matheuzinho,10.00,Anytime,10%,10.000,900,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291645', 'timezone_type': 3, 'timezone': 'UTC'}"
616,Goalscorer,1265634160,bet365,2,Leonardo Leo Pereira,10.00,Anytime,10%,10.000,900,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291652', 'timezone_type': 3, 'timezone': 'UTC'}"
617,Goalscorer,1265634160,bet365,2,Mauricio Isla,10.00,Anytime,10%,10.000,900,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291661', 'timezone_type': 3, 'timezone': 'UTC'}"
618,Goalscorer,1265634160,bet365,2,Robert Piris Da Motta,10.00,Anytime,10%,10.000,900,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291668', 'timezone_type': 3, 'timezone': 'UTC'}"
619,Goalscorer,1265634160,bet365,2,Rodrigues Gabriel Noga,10.00,Anytime,10%,10.000,900,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291684', 'timezone_type': 3, 'timezone': 'UTC'}"
620,Goalscorer,1265634160,bet365,2,Maria Caique,12.00,Anytime,8.33%,12.000,1100,,,,,False,110543176.0,"{'date': '2021-11-14 14:39:15.291701', 'timezone_type': 3, 'timezone': 'UTC'}"
